"speciesType","median","n","z"
"Mutant",0.316208,3200,3.8
"Invader",0.385117,140,3.9
"Mutant",0.316506,3611,3.9
"Invader",0.3745005,60,4
"Mutant",0.3114405,1366,4
"Invader",0.4059,85,4.1
"Mutant",0.315713,3399,4.1
"Invader",0.368093,79,4.2
"Mutant",0.314929,2539,4.2
"Invader",0.344676,31,4.3
"Mutant",0.308285,811,4.3
"Invader",0.4095735,92,4.4
"Mutant",0.3147805,3608,4.4
"Invader",0.366714,52,4.5
"Mutant",0.3106235,1664,4.5
"Invader",0.406587,80,4.6
"Mutant",0.31811,4032,4.6
"Invader",0.413699,82,4.7
"Mutant",0.31853,5113,4.7
"Invader",0.399255,90,4.8
"Mutant",0.3196735,4706,4.8
"Invader",0.378971,57,4.9
"Mutant",0.314256,2271,4.9
"Invader",0.40188,65,5
"Mutant",0.311921,2267,5
"Invader",0.329544,2577,0.1
"Mutant",0.316786,2171,0.1
"Invader",0.318341,1357,0.2
"Mutant",0.309646,1069,0.2
"Invader",0.314896,334,0.3
"Mutant",0.309908,301,0.3
"Invader",0.316153,343,0.4
"Mutant",0.3075275,408,0.4
"Invader",0.316298,363,0.5
"Mutant",0.305008,541,0.5
"Invader",0.334336,745,0.6
"Mutant",0.3059945,1128,0.6
"Invader",0.3356765,420,0.7
"Mutant",0.3053865,830,0.7
"Invader",0.330765,427,0.8
"Mutant",0.3068575,1156,0.8
"Invader",0.321214,218,0.9
"Mutant",0.305103,477,0.9
"Invader",0.353561,315,1
"Mutant",0.3074,1108,1
"Invader",0.336789,249,1.1
"Mutant",0.306796,779,1.1
"Invader",0.344513,210,1.2
"Mutant",0.307798,908,1.2
"Invader",0.3296495,164,1.3
"Mutant",0.306466,571,1.3
"Invader",0.357725,354,1.4
"Mutant",0.310965,2014,1.4
"Invader",0.358398,214,1.5
"Mutant",0.3100885,1292,1.5
"Invader",0.3572065,292,1.6
"Mutant",0.308688,1702,1.6
"Invader",0.341666,135,1.7
"Mutant",0.305767,691,1.7
"Invader",0.3538425,214,1.8
"Mutant",0.311578,1383,1.8
"Invader",0.3682175,278,1.9
"Mutant",0.312902,2730,1.9
"Invader",0.3700085,234,2
"Mutant",0.309296,1552,2
"Invader",0.358087,166,2.1
"Mutant",0.309115,1392,2.1
"Invader",0.355901,147,2.2
"Mutant",0.310256,1468,2.2
"Invader",0.337097,47,2.3
"Mutant",0.310953,522,2.3
"Invader",0.387695,226,2.4
"Mutant",0.318334,3352,2.4
"Invader",0.3860605,190,2.5
"Mutant",0.316479,2733,2.5
"Invader",0.36994,106,2.6
"Mutant",0.316446,1454,2.6
"Invader",0.344165,67,2.7
"Mutant",0.308787,853,2.7
"Invader",0.386233,133,2.8
"Mutant",0.315083,1789,2.8
"Invader",0.358263,156,2.9
"Mutant",0.312237,2128,2.9
"Invader",0.3510255,66,3
"Mutant",0.313947,1323,3
"Invader",0.392038,93,3.1
"Mutant",0.316506,2199,3.1
"Invader",0.3621765,80,3.2
"Mutant",0.310524,1164,3.2
"Invader",0.391871,105,3.3
"Mutant",0.3125985,1748,3.3
"Invader",0.383307,143,3.4
"Mutant",0.316231,3231,3.4
"Invader",0.4254485,220,3.5
"Mutant",0.323009,6782,3.5
"Invader",0.365035,43,3.6
"Mutant",0.308436,877,3.6
"Invader",0.416901,135,3.7
"Mutant",0.3208135,4154,3.7
"Invader",0.404702,107,3.8
"Mutant",0.319877,3155,3.8
"Invader",0.386345,76,3.9
"Mutant",0.311395,2233,3.9
"Invader",0.395836,93,4
"Mutant",0.3167405,2696,4
"Invader",0.4146205,120,4.1
"Mutant",0.321172,4939,4.1
"Invader",0.3536755,44,4.2
"Mutant",0.3115895,926,4.2
"Invader",0.35724,45,4.3
"Mutant",0.307144,1149,4.3
"Invader",0.39538,85,4.4
"Mutant",0.3146305,3434,4.4
"Invader",0.402602,49,4.5
"Mutant",0.317938,1845,4.5
"Invader",0.411788,69,4.6
"Mutant",0.3131705,2400,4.6
"Invader",0.417931,62,4.7
"Mutant",0.316196,2421,4.7
"Invader",0.374393,56,4.8
"Mutant",0.3130975,2584,4.8
"Invader",0.342681,16,4.9
"Mutant",0.309924,797,4.9
"Invader",0.353824,34,5
"Mutant",0.316998,1563,5
"Invader",0.3284985,1474,0.1
"Mutant",0.329176,1951,0.1
"Invader",0.314249,695,0.2
"Mutant",0.306983,485,0.2
"Invader",0.331861,603,0.3
"Mutant",0.308191,555,0.3
"Invader",0.343295,617,0.4
"Mutant",0.312204,1075,0.4
"Invader",0.31947,349,0.5
"Mutant",0.3057835,506,0.5
"Invader",0.324043,187,0.6
"Mutant",0.3077665,262,0.6
"Invader",0.331838,237,0.7
"Mutant",0.310819,755,0.7
"Invader",0.3322005,270,0.8
"Mutant",0.305296,523,0.8
"Invader",0.327578,151,0.9
"Mutant",0.3045205,390,0.9
"Invader",0.328001,154,1
"Mutant",0.303872,452,1
"Invader",0.332578,201,1.1
"Mutant",0.3066465,688,1.1
"Invader",0.3419965,136,1.2
"Mutant",0.307271,478,1.2
"Invader",0.358813,313,1.3
"Mutant",0.310136,1478,1.3
"Invader",0.3459825,162,1.4
"Mutant",0.3081365,776,1.4
"Invader",0.353768,113,1.5
"Mutant",0.307808,780,1.5
"Invader",0.343705,101,1.6
"Mutant",0.305075,480,1.6
"Invader",0.3498935,154,1.7
"Mutant",0.308571,1039,1.7
"Invader",0.359867,163,1.8
"Mutant",0.312517,1328,1.8
"Invader",0.3727,266,1.9
"Mutant",0.312803,2329,1.9
"Invader",0.3754255,196,2
"Mutant",0.312894,1901,2
"Invader",0.3469975,56,2.1
"Mutant",0.308076,480,2.1
"Invader",0.382566,169,2.2
"Mutant",0.315211,1945,2.2
"Invader",0.343427,98,2.3
"Mutant",0.3118535,1090,2.3
"Invader",0.359657,80,2.4
"Mutant",0.308614,975,2.4
"Invader",0.4116715,230,2.5
"Mutant",0.314156,2944,2.5
"Invader",0.391601,144,2.6
"Mutant",0.312702,2132,2.6
"Invader",0.412788,129,2.7
"Mutant",0.322219,2115,2.7
"Invader",0.352456,61,2.8
"Mutant",0.310163,953,2.8
"Invader",0.409524,127,2.9
"Mutant",0.319235,3091,2.9
"Invader",0.389664,168,3
"Mutant",0.3153,3331,3
"Invader",0.422411,182,3.1
"Mutant",0.319026,4084,3.1
"Invader",0.4117125,180,3.2
"Mutant",0.318593,4839,3.2
"Invader",0.3874715,88,3.3
"Mutant",0.3121405,2050,3.3
"Invader",0.41722,50,3.4
"Mutant",0.308913,1141,3.4
"Invader",0.437072,177,3.5
"Mutant",0.322157,6746,3.5
"Invader",0.4490475,58,3.6
"Mutant",0.316804,2190,3.6
"Invader",0.385351,43,3.7
"Mutant",0.308994,1109,3.7
"Invader",0.42093,95,3.8
"Mutant",0.319735,3373,3.8
"Invader",0.409184,84,3.9
"Mutant",0.3106315,2362,3.9
"Invader",0.425225,67,4
"Mutant",0.315091,2298,4
"Invader",0.38597,79,4.1
"Mutant",0.313988,2594,4.1
"Invader",0.427769,83,4.2
"Mutant",0.317417,3323,4.2
"Invader",0.4290995,66,4.3
"Mutant",0.318097,3975,4.3
"Invader",0.4048495,62,4.4
"Mutant",0.317106,3228,4.4
"Invader",0.4297135,82,4.5
"Mutant",0.314597,3161,4.5
"Invader",0.4227675,120,4.6
"Mutant",0.323223,6908,4.6
"Invader",0.4470925,114,4.7
"Mutant",0.3204205,6778,4.7
"Invader",0.4267475,74,4.8
"Mutant",0.321359,4667,4.8
"Invader",0.453994,67,4.9
"Mutant",0.321381,4839,4.9
"Invader",0.426558,60,5
"Mutant",0.3178445,3254,5
"Invader",0.307715,1203,0.1
"Mutant",0.308478,516,0.1
"Invader",0.32061,447,0.2
"Mutant",0.306701,363,0.2
"Invader",0.319107,296,0.3
"Mutant",0.305896,275,0.3
"Invader",0.320506,323,0.4
"Mutant",0.310487,531,0.4
"Invader",0.31984,406,0.5
"Mutant",0.303237,469,0.5
"Invader",0.331884,513,0.6
"Mutant",0.305992,791,0.6
"Invader",0.3283415,394,0.7
"Mutant",0.308886,1055,0.7
"Invader",0.338686,399,0.8
"Mutant",0.304596,739,0.8
"Invader",0.334158,426,0.9
"Mutant",0.3051815,840,0.9
"Invader",0.347047,495,1
"Mutant",0.30715,1305,1
"Invader",0.3425345,310,1.1
"Mutant",0.3058465,1066,1.1
"Invader",0.3393915,194,1.2
"Mutant",0.309524,760,1.2
"Invader",0.3293515,162,1.3
"Mutant",0.303921,540,1.3
"Invader",0.360427,353,1.4
"Mutant",0.3108535,2040,1.4
"Invader",0.36431,393,1.5
"Mutant",0.3119435,2350,1.5
"Invader",0.3478935,158,1.6
"Mutant",0.3063825,720,1.6
"Invader",0.352018,193,1.7
"Mutant",0.3071605,1104,1.7
"Invader",0.330825,101,1.8
"Mutant",0.305475,555,1.8
"Invader",0.375344,273,1.9
"Mutant",0.314007,2535,1.9
"Invader",0.368016,255,2
"Mutant",0.313493,2401,2
"Invader",0.343195,103,2.1
"Mutant",0.30596,571,2.1
"Invader",0.354086,191,2.2
"Mutant",0.311596,1884,2.2
"Invader",0.364347,195,2.3
"Mutant",0.3112415,2120,2.3
"Invader",0.373164,138,2.4
"Mutant",0.3136355,1568,2.4
"Invader",0.336715,54,2.5
"Mutant",0.304805,459,2.5
"Invader",0.345893,64,2.6
"Mutant",0.3093405,904,2.6
"Invader",0.383234,136,2.7
"Mutant",0.312172,1848,2.7
"Invader",0.394965,229,2.8
"Mutant",0.317722,4557,2.8
"Invader",0.380821,148,2.9
"Mutant",0.316685,2927,2.9
"Invader",0.36062,37,3
"Mutant",0.3075165,488,3
"Invader",0.3729565,122,3.1
"Mutant",0.312999,1839,3.1
"Invader",0.352653,53,3.2
"Mutant",0.3064995,868,3.2
"Invader",0.374497,155,3.3
"Mutant",0.315511,3077,3.3
"Invader",0.407981,82,3.4
"Mutant",0.3127605,1932,3.4
"Invader",0.357233,48,3.5
"Mutant",0.307415,1001,3.5
"Invader",0.394875,139,3.6
"Mutant",0.313332,2920,3.6
"Invader",0.3840195,68,3.7
"Mutant",0.3121855,1448,3.7
"Invader",0.3886115,82,3.8
"Mutant",0.308655,1509,3.8
"Invader",0.377701,81,3.9
"Mutant",0.3136095,2756,3.9
"Invader",0.373317,48,4
"Mutant",0.317857,2033,4
"Invader",0.392099,86,4.1
"Mutant",0.315725,3095,4.1
"Invader",0.415643,87,4.2
"Mutant",0.314822,2761,4.2
"Invader",0.401774,94,4.3
"Mutant",0.3200135,3298,4.3
"Invader",0.388196,27,4.4
"Mutant",0.307405,753,4.4
"Invader",0.432129,71,4.5
"Mutant",0.316078,3425,4.5
"Invader",0.395138,52,4.6
"Mutant",0.3097115,1540,4.6
"Invader",0.3888915,62,4.7
"Mutant",0.316828,3434,4.7
"Invader",0.4088975,96,4.8
"Mutant",0.317545,4540,4.8
"Invader",0.403216,79,4.9
"Mutant",0.314498,3435,4.9
"Invader",0.390888,55,5
"Mutant",0.31588,2815,5
"Invader",0.310294,1158,0.1
"Mutant",0.310516,655,0.1
"Invader",0.306179,379,0.2
"Mutant",0.3013745,144,0.2
"Invader",0.3269275,564,0.3
"Mutant",0.3105255,632,0.3
"Invader",0.31989,577,0.4
"Mutant",0.303273,489,0.4
"Invader",0.321153,251,0.5
"Mutant",0.3074455,428,0.5
"Invader",0.322652,182,0.6
"Mutant",0.3031945,294,0.6
"Invader",0.328212,377,0.7
"Mutant",0.304455,596,0.7
"Invader",0.317026,185,0.8
"Mutant",0.303343,343,0.8
"Invader",0.344796,508,0.9
"Mutant",0.308425,1340,0.9
"Invader",0.3278825,212,1
"Mutant",0.304231,518,1
"Invader",0.336124,310,1.1
"Mutant",0.3065645,996,1.1
"Invader",0.336207,151,1.2
"Mutant",0.3049245,424,1.2
"Invader",0.34926,204,1.3
"Mutant",0.311079,947,1.3
"Invader",0.362368,267,1.4
"Mutant",0.308879,1354,1.4
"Invader",0.335549,161,1.5
"Mutant",0.305799,617,1.5
"Invader",0.351913,191,1.6
"Mutant",0.3064325,1134,1.6
"Invader",0.367112,220,1.7
"Mutant",0.314511,1677,1.7
"Invader",0.3541695,206,1.8
"Mutant",0.31369,1628,1.8
"Invader",0.371631,167,1.9
"Mutant",0.309175,1164,1.9
"Invader",0.3921595,290,2
"Mutant",0.316531,3171,2
"Invader",0.357084,113,2.1
"Mutant",0.313478,1202,2.1
"Invader",0.341641,84,2.2
"Mutant",0.310893,893,2.2
"Invader",0.370929,150,2.3
"Mutant",0.313025,1607,2.3
"Invader",0.3969875,186,2.4
"Mutant",0.318589,3211,2.4
"Invader",0.380692,167,2.5
"Mutant",0.315022,2221,2.5
"Invader",0.369027,145,2.6
"Mutant",0.313033,2335,2.6
"Invader",0.375886,129,2.7
"Mutant",0.316713,2373,2.7
"Invader",0.353559,56,2.8
"Mutant",0.312696,1182,2.8
"Invader",0.368092,83,2.9
"Mutant",0.31174,1058,2.9
"Invader",0.384651,90,3
"Mutant",0.3099655,1440,3
"Invader",0.360115,80,3.1
"Mutant",0.306726,1104,3.1
"Invader",0.3727295,86,3.2
"Mutant",0.310472,1532,3.2
"Invader",0.413083,159,3.3
"Mutant",0.318476,4507,3.3
"Invader",0.347969,55,3.4
"Mutant",0.316366,1313,3.4
"Invader",0.391005,75,3.5
"Mutant",0.311118,1805,3.5
"Invader",0.409149,113,3.6
"Mutant",0.320445,3659,3.6
"Invader",0.413513,127,3.7
"Mutant",0.319061,4207,3.7
"Invader",0.410246,98,3.8
"Mutant",0.313571,2581,3.8
"Invader",0.4355995,116,3.9
"Mutant",0.3175675,4074,3.9
"Invader",0.4341585,94,4
"Mutant",0.319694,3417,4
"Invader",0.406815,58,4.1
"Mutant",0.311558,1975,4.1
"Invader",0.41831,75,4.2
"Mutant",0.314403,1957,4.2
"Invader",0.3718745,38,4.3
"Mutant",0.315501,1394,4.3
"Invader",0.3942,51,4.4
"Mutant",0.311997,1633,4.4
"Invader",0.388745,75,4.5
"Mutant",0.3158,2687,4.5
"Invader",0.411547,91,4.6
"Mutant",0.320649,3769,4.6
"Invader",0.3415365,20,4.7
"Mutant",0.307015,717,4.7
"Invader",0.4225655,70,4.8
"Mutant",0.325896,5057,4.8
"Invader",0.3708745,50,4.9
"Mutant",0.309929,1751,4.9
"Invader",0.4327005,78,5
"Mutant",0.322337,4002,5
"Invader",0.314814,1233,0.1
"Mutant",0.321977,1030,0.1
"Invader",0.309048,458,0.2
"Mutant",0.303017,227,0.2
"Invader",0.314674,341,0.3
"Mutant",0.307552,362,0.3
"Invader",0.324272,503,0.4
"Mutant",0.3069195,580,0.4
"Invader",0.320118,234,0.5
"Mutant",0.318524,495,0.5
"Invader",0.340675,499,0.6
"Mutant",0.306547,836,0.6
"Invader",0.334149,414,0.7
"Mutant",0.309228,819,0.7
"Invader",0.338559,360,0.8
"Mutant",0.3073125,830,0.8
"Invader",0.329783,255,0.9
"Mutant",0.308949,722,0.9
"Invader",0.334615,287,1
"Mutant",0.30624,867,1
"Invader",0.343044,201,1.1
"Mutant",0.316822,864,1.1
"Invader",0.332145,165,1.2
"Mutant",0.307308,743,1.2
"Invader",0.343934,133,1.3
"Mutant",0.3059265,524,1.3
"Invader",0.327529,101,1.4
"Mutant",0.303619,338,1.4
"Invader",0.363727,306,1.5
"Mutant",0.314261,1979,1.5
"Invader",0.345475,123,1.6
"Mutant",0.30707,693,1.6
"Invader",0.350279,119,1.7
"Mutant",0.311737,957,1.7
"Invader",0.364765,168,1.8
"Mutant",0.311242,1339,1.8
"Invader",0.3461215,132,1.9
"Mutant",0.307204,1011,1.9
"Invader",0.3697355,196,2
"Mutant",0.31187,1559,2
"Invader",0.361589,82,2.1
"Mutant",0.3145425,828,2.1
"Invader",0.375867,178,2.2
"Mutant",0.31485,2367,2.2
"Invader",0.354685,124,2.3
"Mutant",0.307776,781,2.3
"Invader",0.3835815,144,2.4
"Mutant",0.314406,1842,2.4
"Invader",0.3709015,182,2.5
"Mutant",0.314329,2295,2.5
"Invader",0.362279,98,2.6
"Mutant",0.309153,1183,2.6
"Invader",0.3860085,64,2.7
"Mutant",0.311769,1301,2.7
"Invader",0.38856,172,2.8
"Mutant",0.3137195,2640,2.8
"Invader",0.369776,68,2.9
"Mutant",0.312093,1086,2.9
"Invader",0.3884085,172,3
"Mutant",0.314244,2522,3
"Invader",0.402664,132,3.1
"Mutant",0.316758,2693,3.1
"Invader",0.411348,115,3.2
"Mutant",0.314311,2788,3.2
"Invader",0.363949,70,3.3
"Mutant",0.309141,1067,3.3
"Invader",0.3508475,46,3.4
"Mutant",0.312371,1105,3.4
"Invader",0.4119175,170,3.5
"Mutant",0.318907,5319,3.5
"Invader",0.412373,183,3.6
"Mutant",0.3244535,5744,3.6
"Invader",0.387648,69,3.7
"Mutant",0.3150695,1460,3.7
"Invader",0.33162,28,3.8
"Mutant",0.3114265,780,3.8
"Invader",0.430424,39,3.9
"Mutant",0.3168595,1306,3.9
"Invader",0.3704395,32,4
"Mutant",0.30998,915,4
"Invader",0.476563,134,4.1
"Mutant",0.324015,6171,4.1
"Invader",0.42439,100,4.2
"Mutant",0.318579,3719,4.2
"Invader",0.412553,72,4.3
"Mutant",0.314467,3289,4.3
"Invader",0.395211,57,4.4
"Mutant",0.309461,1865,4.4
"Invader",0.3851405,52,4.5
"Mutant",0.310856,1905,4.5
"Invader",0.427733,83,4.6
"Mutant",0.320642,5246,4.6
"Invader",0.404555,87,4.7
"Mutant",0.316739,3860,4.7
"Invader",0.3682535,52,4.8
"Mutant",0.320592,3085,4.8
"Invader",0.415102,62,4.9
"Mutant",0.320119,3548,4.9
"Invader",0.363027,45,5
"Mutant",0.313648,2677,5
"Invader",0.312082,1267,0.1
"Mutant",0.310298,593,0.1
"Invader",0.313797,461,0.2
"Mutant",0.3100695,432,0.2
"Invader",0.315285,269,0.3
"Mutant",0.31621,362,0.3
"Invader",0.3247855,558,0.4
"Mutant",0.306168,595,0.4
"Invader",0.320637,237,0.5
"Mutant",0.305066,305,0.5
"Invader",0.32015,328,0.6
"Mutant",0.3055705,442,0.6
"Invader",0.322164,274,0.7
"Mutant",0.304181,505,0.7
"Invader",0.3285185,292,0.8
"Mutant",0.3042145,604,0.8
"Invader",0.3236265,234,0.9
"Mutant",0.3060165,678,0.9
"Invader",0.341171,451,1
"Mutant",0.3064035,1198,1
"Invader",0.330776,149,1.1
"Mutant",0.304122,453,1.1
"Invader",0.3320325,114,1.2
"Mutant",0.305752,361,1.2
"Invader",0.344476,202,1.3
"Mutant",0.305277,618,1.3
"Invader",0.342709,183,1.4
"Mutant",0.3050155,788,1.4
"Invader",0.336901,105,1.5
"Mutant",0.307805,428,1.5
"Invader",0.351125,199,1.6
"Mutant",0.307614,1061,1.6
"Invader",0.3670625,272,1.7
"Mutant",0.3103035,2118,1.7
"Invader",0.363,229,1.8
"Mutant",0.312783,1667,1.8
"Invader",0.353225,197,1.9
"Mutant",0.310506,1722,1.9
"Invader",0.384144,265,2
"Mutant",0.3124825,2232,2
"Invader",0.3843605,164,2.1
"Mutant",0.3103975,996,2.1
"Invader",0.350103,115,2.2
"Mutant",0.307211,1107,2.2
"Invader",0.379988,199,2.3
"Mutant",0.3120025,2314,2.3
"Invader",0.387482,111,2.4
"Mutant",0.317339,2154,2.4
"Invader",0.3932935,144,2.5
"Mutant",0.317644,2234,2.5
"Invader",0.390052,221,2.6
"Mutant",0.3162515,3228,2.6
"Invader",0.368745,88,2.7
"Mutant",0.310825,947,2.7
"Invader",0.38056,152,2.8
"Mutant",0.317175,2897,2.8
"Invader",0.3653485,78,2.9
"Mutant",0.3068325,820,2.9
"Invader",0.3875545,138,3
"Mutant",0.3123195,2278,3
"Invader",0.3591065,58,3.1
"Mutant",0.305147,609,3.1
"Invader",0.36512,104,3.2
"Mutant",0.3130175,2032,3.2
"Invader",0.3965605,160,3.3
"Mutant",0.316112,3948,3.3
"Invader",0.392485,93,3.4
"Mutant",0.313028,2082,3.4
"Invader",0.419427,163,3.5
"Mutant",0.319181,3839,3.5
"Invader",0.4270865,190,3.6
"Mutant",0.318813,4628,3.6
"Invader",0.3863715,70,3.7
"Mutant",0.312962,1649,3.7
"Invader",0.416787,161,3.8
"Mutant",0.320738,4911,3.8
"Invader",0.3515665,50,3.9
"Mutant",0.311771,1431,3.9
"Invader",0.422214,86,4
"Mutant",0.314403,2903,4
"Invader",0.418563,97,4.1
"Mutant",0.318195,2751,4.1
"Invader",0.390083,65,4.2
"Mutant",0.3155365,2178,4.2
"Invader",0.407216,121,4.3
"Mutant",0.317786,4673,4.3
"Invader",0.397765,92,4.4
"Mutant",0.3200715,4606,4.4
"Invader",0.420046,91,4.5
"Mutant",0.3161275,3894,4.5
"Invader",0.414979,107,4.6
"Mutant",0.317623,3682,4.6
"Invader",0.419461,84,4.7
"Mutant",0.319588,5339,4.7
"Invader",0.446409,101,4.8
"Mutant",0.321782,6384,4.8
"Invader",0.426423,76,4.9
"Mutant",0.316566,3679,4.9
"Invader",0.462587,76,5
"Mutant",0.3191135,3980,5
"Invader",0.311046,861,0.1
"Mutant",0.317145,622,0.1
"Invader",0.321494,1146,0.2
"Mutant",0.308068,840,0.2
"Invader",0.314088,501,0.3
"Mutant",0.306249,411,0.3
"Invader",0.311258,304,0.4
"Mutant",0.3037145,274,0.4
"Invader",0.3175295,366,0.5
"Mutant",0.303004,359,0.5
"Invader",0.334625,201,0.6
"Mutant",0.3090345,454,0.6
"Invader",0.323951,286,0.7
"Mutant",0.302978,415,0.7
"Invader",0.319105,133,0.8
"Mutant",0.306422,315,0.8
"Invader",0.3232025,194,0.9
"Mutant",0.303118,433,0.9
"Invader",0.324637,135,1
"Mutant",0.305478,381,1
"Invader",0.341771,179,1.1
"Mutant",0.309645,685,1.1
"Invader",0.3343275,166,1.2
"Mutant",0.3044795,586,1.2
"Invader",0.355951,326,1.3
"Mutant",0.308592,1179,1.3
"Invader",0.34019,154,1.4
"Mutant",0.306079,613,1.4
"Invader",0.3457785,118,1.5
"Mutant",0.314513,719,1.5
"Invader",0.339668,139,1.6
"Mutant",0.306553,731,1.6
"Invader",0.361616,281,1.7
"Mutant",0.3090065,2004,1.7
"Invader",0.362485,202,1.8
"Mutant",0.308953,1115,1.8
"Invader",0.382063,280,1.9
"Mutant",0.312897,2827,1.9
"Invader",0.397506,224,2
"Mutant",0.3154065,2448,2
"Invader",0.37335,167,2.1
"Mutant",0.3102905,1368,2.1
"Invader",0.3583645,132,2.2
"Mutant",0.3123595,1580,2.2
"Invader",0.373025,153,2.3
"Mutant",0.308847,1461,2.3
"Invader",0.359957,70,2.4
"Mutant",0.3100045,690,2.4
"Invader",0.362052,91,2.5
"Mutant",0.308582,1023,2.5
"Invader",0.356591,101,2.6
"Mutant",0.3103515,906,2.6
"Invader",0.347394,53,2.7
"Mutant",0.3062925,574,2.7
"Invader",0.3827135,92,2.8
"Mutant",0.3127815,1348,2.8
"Invader",0.35835,61,2.9
"Mutant",0.316327,1071,2.9
"Invader",0.441665,227,3
"Mutant",0.317285,4477,3
"Invader",0.3838665,100,3.1
"Mutant",0.315192,2187,3.1
"Invader",0.354652,81,3.2
"Mutant",0.3131945,1430,3.2
"Invader",0.357226,57,3.3
"Mutant",0.309241,903,3.3
"Invader",0.374161,55,3.4
"Mutant",0.3073975,790,3.4
"Invader",0.388477,85,3.5
"Mutant",0.3085845,1698,3.5
"Invader",0.372437,65,3.6
"Mutant",0.3174975,1796,3.6
"Invader",0.3857635,102,3.7
"Mutant",0.318088,3287,3.7
"Invader",0.381866,65,3.8
"Mutant",0.307918,1365,3.8
"Invader",0.383113,54,3.9
"Mutant",0.310344,1699,3.9
"Invader",0.4122055,94,4
"Mutant",0.314469,2652,4
"Invader",0.4185985,108,4.1
"Mutant",0.3148165,3224,4.1
"Invader",0.420298,100,4.2
"Mutant",0.316066,3647,4.2
"Invader",0.371282,78,4.3
"Mutant",0.313182,2541,4.3
"Invader",0.407294,61,4.4
"Mutant",0.314194,3022,4.4
"Invader",0.449659,97,4.5
"Mutant",0.320582,3936,4.5
"Invader",0.404375,51,4.6
"Mutant",0.319231,2678,4.6
"Invader",0.4017605,62,4.7
"Mutant",0.318543,2427,4.7
"Invader",0.412991,83,4.8
"Mutant",0.319231,4677,4.8
"Invader",0.391439,35,4.9
"Mutant",0.3143255,1690,4.9
"Invader",0.440148,86,5
"Mutant",0.3199075,4556,5
"Invader",0.319895,1505,0.1
"Mutant",0.313769,923,0.1
"Invader",0.314777,526,0.2
"Mutant",0.30708,339,0.2
"Invader",0.315968,449,0.3
"Mutant",0.307964,443,0.3
"Invader",0.319329,625,0.4
"Mutant",0.304329,504,0.4
"Invader",0.3283545,340,0.5
"Mutant",0.303997,479,0.5
"Invader",0.3219135,258,0.6
"Mutant",0.304071,345,0.6
"Invader",0.337072,470,0.7
"Mutant",0.30985,1147,0.7
"Invader",0.324519,234,0.8
"Mutant",0.305359,525,0.8
"Invader",0.338667,204,0.9
"Mutant",0.3076605,698,0.9
"Invader",0.3317555,260,1
"Mutant",0.305565,806,1
"Invader",0.327808,195,1.1
"Mutant",0.3046935,620,1.1
"Invader",0.3508855,358,1.2
"Mutant",0.306889,1193,1.2
"Invader",0.355843,323,1.3
"Mutant",0.310312,1441,1.3
"Invader",0.338089,143,1.4
"Mutant",0.309032,685,1.4
"Invader",0.345022,248,1.5
"Mutant",0.308267,1302,1.5
"Invader",0.361554,237,1.6
"Mutant",0.31435,1787,1.6
"Invader",0.340263,142,1.7
"Mutant",0.307519,861,1.7
"Invader",0.3598865,222,1.8
"Mutant",0.3101245,1524,1.8
"Invader",0.337701,127,1.9
"Mutant",0.3069715,1008,1.9
"Invader",0.355181,159,2
"Mutant",0.311483,1157,2
"Invader",0.379579,247,2.1
"Mutant",0.315571,3135,2.1
"Invader",0.357757,148,2.2
"Mutant",0.315398,1933,2.2
"Invader",0.36261,169,2.3
"Mutant",0.3083805,1650,2.3
"Invader",0.37998,218,2.4
"Mutant",0.314769,3260,2.4
"Invader",0.3772615,76,2.5
"Mutant",0.307336,854,2.5
"Invader",0.3700375,158,2.6
"Mutant",0.312451,2127,2.6
"Invader",0.354192,48,2.7
"Mutant",0.3093775,796,2.7
"Invader",0.389932,191,2.8
"Mutant",0.318033,4225,2.8
"Invader",0.410505,165,2.9
"Mutant",0.3118985,2516,2.9
"Invader",0.3691675,74,3
"Mutant",0.311924,1370,3
"Invader",0.3953025,108,3.1
"Mutant",0.315848,2169,3.1
"Invader",0.41904,155,3.2
"Mutant",0.316715,3489,3.2
"Invader",0.4211765,58,3.3
"Mutant",0.3124535,1160,3.3
"Invader",0.376128,30,3.4
"Mutant",0.308099,641,3.4
"Invader",0.41097,171,3.5
"Mutant",0.322645,5923,3.5
"Invader",0.409958,86,3.6
"Mutant",0.3124965,2096,3.6
"Invader",0.382282,72,3.7
"Mutant",0.311854,1685,3.7
"Invader",0.4029265,50,3.8
"Mutant",0.31882,1785,3.8
"Invader",0.416881,101,3.9
"Mutant",0.315862,3271,3.9
"Invader",0.394797,87,4
"Mutant",0.318815,2901,4
"Invader",0.408317,114,4.1
"Mutant",0.319566,5113,4.1
"Invader",0.370213,45,4.2
"Mutant",0.309008,1489,4.2
"Invader",0.4361395,98,4.3
"Mutant",0.318602,3880,4.3
"Invader",0.3636245,30,4.4
"Mutant",0.307228,1109,4.4
"Invader",0.3987485,52,4.5
"Mutant",0.317504,2458,4.5
"Invader",0.3703155,38,4.6
"Mutant",0.321113,1798,4.6
"Invader",0.4082245,50,4.7
"Mutant",0.312998,1996,4.7
"Invader",0.407004,29,4.8
"Mutant",0.318559,1649,4.8
"Invader",0.435327,58,4.9
"Mutant",0.322855,4420,4.9
"Invader",0.438287,57,5
"Mutant",0.319138,4061,5
"Invader",0.3274145,2276,0.1
"Mutant",0.317825,2103,0.1
