"typeEXT","N","lifespan","sd","se","ci","z"
"Generalists",240,57305,164146.582288476,10595.6163256689,20872.7221299122,3.5
"Specialists",1103,178751.949229374,402104.503320996,12107.4080853377,23756.1755279474,3.5
"Generalists",114,49188.5964912281,180147.57606153,16872.3663730063,33427.2008750484,3.6
"Specialists",662,354722.205438066,891416.174314739,34645.8734857707,68029.2293753848,3.6
"Generalists",398,32033.4170854271,110656.035990544,5546.68589111776,10904.5483282417,3.7
"Specialists",1531,114082.429784455,267599.472797337,6839.07959406335,13414.9619635082,3.7
"Generalists",567,32770.7231040564,102725.193062651,4314.05260674399,8473.50726035459,3.8
"Specialists",2159,74916.9986104678,254118.055823891,5469.01611238051,10725.0899705594,3.8
"Generalists",681,19518.7958883994,56684.3219248268,2172.14793580752,4264.92282927573,3.9
"Specialists",2002,91526.7732267732,281561.380017074,6292.75826263869,12341.0443306106,3.9
"Generalists",424,39764.6226415094,167198.472182295,8119.87561191987,15960.3300560181,4
"Specialists",1565,115308.434504792,264232.46673361,6679.27013269513,13101.2677146137,4
"Generalists",134,97686.5671641791,339516.314908251,29329.7424418976,58013.0944380893,4.1
"Specialists",969,195828.173374613,413684.419861847,13289.4582257667,26079.4679522831,4.1
"Generalists",93,65969.8924731183,208753.308114869,21646.7096630296,42992.2338687569,4.2
"Specialists",647,355025.811437403,732041.389543354,28779.5166941837,56512.6966142541,4.2
"Generalists",1209,20767.0802315964,73609.6601071293,2117.00391881948,4153.41290753294,4.3
"Specialists",2657,54185.0207000376,145033.081555263,2813.65793261499,5517.18242615378,4.3
"Generalists",1050,19162.7619047619,58632.1636468324,1809.42785324637,3550.51001830723,4.4
"Specialists",2606,53363.5072908672,138860.321124986,2720.13813803596,5333.85103831204,4.4
"Generalists",999,25208.3083083083,97890.5676124928,3097.12049860494,6077.61535142787,4.5
"Specialists",2527,56794.0641076375,138005.932995464,2745.33367035669,5383.33459084613,4.5
"Generalists",479,39232.7766179541,143207.59308928,6543.32194245711,12857.2302518003,4.6
"Specialists",1604,96297.8179551122,255343.541808547,6375.62398996597,12505.4356586014,4.6
"Generalists",265,57052.8301886792,170431.4384986,10469.5200424676,20614.3854710339,4.7
"Specialists",978,180121.881390593,393706.059622607,12589.331567178,24705.2421035732,4.7
"Generalists",184,95795.1086956522,329793.798514748,24312.7213903842,47969.2889926164,4.8
"Specialists",888,215506.644144144,451884.450429307,15164.2492581345,29761.9934642435,4.8
"Generalists",1009,21391.278493558,74708.2228058749,2351.92149999379,4615.22308846161,4.9
"Specialists",2588,54894.8608964451,160568.552556895,3156.30058961195,6189.13112977537,4.9
"Generalists",771,26656.0311284047,92265.40472129,3322.85738546345,6522.9339357152,5
"Specialists",2135,70665.4800936768,213919.342447211,4629.68150674388,9079.15849118416,5
"Generalists",395,8876.96202531646,12540.0435108854,630.958064475229,1240.46557467519,0.1
"Specialists",1436,275376.532033426,1125508.89165038,29701.0436727992,58262.1169383265,0.1
"Generalists",111,10663.0630630631,12864.7363533592,1221.06673730387,2419.86766715546,0.2
"Specialists",852,435871.713615023,1173724.05907384,40211.1236865168,78924.6047340013,0.2
"Generalists",51,17650.9803921569,17509.5330897088,2451.82504661487,4924.63553865516,0.3
"Specialists",803,443433.748443338,1070714.26339369,37784.6858261674,74168.5543714587,0.3
"Generalists",51,28725.4901960784,56258.1437416389,7877.71582458019,15822.8579020009,0.4
"Specialists",404,880835.396039604,1997501.1123789,99379.3947151413,195366.765143466,0.4
"Generalists",64,27042.1875,30345.9984270697,3793.24980338371,7580.20487001049,0.5
"Specialists",365,852948.493150685,2043426.09839272,106957.810394393,210332.80889373,0.5
"Generalists",408,14650.9803921569,28548.8365407864,1413.37801778512,2778.43227052821,0.6
"Specialists",970,313634.948453608,1161568.02532012,37295.7016047671,73189.6501446088,0.6
"Generalists",38,64405.2631578947,87723.1454168213,14230.5733155773,28833.8803966058,0.7
"Specialists",422,735911.611374408,1797905.62382808,87520.6763951527,172031.93612887,0.7
"Generalists",26,66065.3846153846,90439.3009362974,17736.6061642258,36529.2241902248,0.8
"Specialists",451,657732.372505543,1345764.8799329,63369.5932466835,124537.071882531,0.8
"Generalists",128,22746.875,59964.5484996898,5300.16735936504,10488.0747079059,0.9
"Specialists",493,591178.701825558,1476173.03730621,66483.4899371173,130626.585223093,0.9
"Generalists",181,40659.6685082873,86604.5596560761,6437.26622306748,12702.2121276741,1
"Specialists",913,264067.907995619,635160.416701837,21020.741724164,41254.6467311524,1
"Generalists",67,90773.1343283582,152990.341923421,18690.7450646655,37317.2765598197,1.1
"Specialists",608,385694.901315789,728466.196242396,29543.2054000406,58019.305680302,1.1
"Generalists",70,48288.5714285714,74080.9203914581,8854.36354576944,17663.9719593254,1.2
"Specialists",455,591394.505494506,1541360.1966467,72260.0805668753,142005.725134389,1.2
"Generalists",136,43919.8529411765,96370.895268193,8263.736093706,16343.1270536656,1.3
"Specialists",656,418935.518292683,1172302.70298398,45770.7307992974,89875.0573388317,1.3
"Generalists",255,22344.3137254902,90081.4559043866,5641.11958636427,11109.3249814887,1.4
"Specialists",908,317190.528634361,1032293.01958235,34257.8470749365,67233.8659902912,1.4
"Generalists",123,47044.7154471545,94913.0432081119,8558.02089946325,16941.4571326634,1.5
"Specialists",799,272262.202753442,640663.845186754,22665.0575601432,44490.1751225912,1.5
"Generalists",124,66515.3225806452,187192.177692675,16810.3538057713,33275.0646332489,1.6
"Specialists",751,324587.616511318,733262.372719646,26757.1239999543,52527.767333884,1.6
"Generalists",212,55243.8679245283,109069.397926802,7490.91700438478,14766.62480273,1.7
"Specialists",1176,164767.857142857,330707.699187859,9643.63234547722,18920.6618599663,1.7
"Generalists",288,36902.0833333333,104376.574974034,6150.44866343045,12105.707381983,1.8
"Specialists",1079,184007.784986098,406757.009938542,12382.9558312903,24297.4277660226,1.8
"Generalists",111,47352.2522522523,80460.8723054503,7637.00802939389,15134.757372019,1.9
"Specialists",733,294293.997271487,791718.61096793,29242.7941230212,57409.7477901899,1.9
"Generalists",33,121554.545454545,237325.364861867,41313.0432139845,84151.9152423731,2
"Specialists",446,612379.596412556,1240778.74019588,58752.5761694903,115466.979257663,2
"Generalists",71,52856.338028169,99999.1881858396,11867.720237323,23669.4216734349,2.1
"Specialists",387,682586.304909561,1272208.62714327,64669.9989347181,127149.54435513,2.1
"Generalists",139,97397.8417266187,273917.270507474,23233.3596492593,45939.4043276826,2.2
"Specialists",1079,177230.30583874,366288.717290959,11150.9744070526,21880.07442387,2.2
"Generalists",408,33195.3431372549,73522.3377971928,3639.89810618958,7155.3471416797,2.3
"Specialists",1727,97770.4111175449,241028.089021946,5799.91312843371,11375.5979347221,2.3
"Generalists",364,45889.010989011,135348.799439681,7094.20470605668,13950.899982878,2.4
"Specialists",1630,110012.760736196,301555.3582939,7469.18553701521,14650.2197800364,2.4
"Generalists",454,23330.6167400881,73140.783905144,3432.66707364054,6745.92734078966,2.5
"Specialists",1231,151737.043054427,342956.064941787,9774.83558049935,19177.1964309578,2.5
"Generalists",184,33045.652173913,109026.833728199,8037.5648191302,15858.2111568239,2.6
"Specialists",585,425354.188034188,1318530.92683523,54514.5445192234,107068.439723197,2.6
"Generalists",661,27839.4856278366,95635.3838048062,3719.78531327307,7304.0395915668,2.7
"Specialists",1808,99534.4026548673,395658.817404329,9305.1126573057,18249.9096940989,2.7
"Generalists",302,40743.0463576159,120788.465605152,6950.59514895372,13677.9130720942,2.8
"Specialists",1043,214021.284755513,554647.329431563,17174.1310304082,33699.8224864433,2.8
"Generalists",166,53406.6265060241,227637.930783911,17668.1299648635,34884.7620010289,2.9
"Specialists",563,424139.786856128,1098708.16021924,46305.0281602022,90952.0611913916,2.9
"Generalists",462,31365.5844155844,109341.043241211,5087.00571422216,9996.59303033846,3
"Specialists",1169,169776.988879384,396189.950908903,11587.672175678,22734.9793112831,3
"Generalists",371,24772.5067385445,52683.1523295157,2735.17298633224,5378.4337562109,3.1
"Specialists",1291,171833.075135554,613275.559065456,17068.3891475503,33484.8452281985,3.1
"Generalists",673,27154.5319465082,108429.380605024,4179.64546624005,8206.73558122417,3.2
"Specialists",1997,76892.3385077616,221042.94667539,4946.38172563879,9700.61237912675,3.2
"Generalists",331,16405.1359516616,58297.3600231029,3204.31270263432,6303.45561586357,3.3
"Specialists",1164,196276.116838488,571112.87049746,16739.614692134,32843.2221038872,3.3
"Generalists",559,26733.8103756708,85821.5840270813,3629.86624455235,7129.87201452591,3.4
"Specialists",1657,101968.316234158,250880.129135028,6163.18224998048,12088.4505361679,3.4
"Generalists",326,11042.6380368098,25069.9401571062,1388.49556609229,2731.57354928439,3.5
"Specialists",896,253688.058035714,760347.06763757,25401.4126976609,49853.2721760407,3.5
"Generalists",404,29069.801980198,83742.1496129453,4166.32766265048,8190.44994501008,3.6
"Specialists",1383,137843.311641359,350010.074338816,9411.7298907412,18462.8212349286,3.6
"Generalists",1020,13928.7254901961,59903.9839229099,1875.66649326502,3680.61050063192,3.7
"Specialists",1943,87154.0401441071,234043.582126483,5309.58204764141,10413.0795396183,3.7
"Generalists",434,46448.3870967742,110017.610640171,5281.01430588995,10379.6105308672,3.8
"Specialists",1506,105162.749003984,201560.350178961,5193.88845347187,10188.0277030135,3.8
"Generalists",438,47968.0365296804,125308.057861475,5987.45060608499,11767.779329406,3.9
"Specialists",1676,90305.3102625298,220331.895351303,5381.95873067584,10556.0730633379,3.9
"Generalists",572,23992.6573426573,65737.4980511046,2748.62287515465,5398.64507741614,4
"Specialists",1773,93364.0721940214,232591.402361,5523.81709025739,10833.8825514819,4
"Generalists",598,31621.7391304348,195171.964879763,7981.17516294756,15674.5936005564,4.1
"Specialists",1721,101488.262638001,329907.716045473,7952.46997346566,15597.5305922365,4.1
"Generalists",1022,17299.9021526419,82511.4039545839,2581.0031163581,5064.67705098193,4.2
"Specialists",2371,65506.0312104597,204310.398817277,4195.89580078132,8228.00667849515,4.2
"Generalists",329,20156.8389057751,51351.5100329089,2831.10039217569,5569.40531601572,4.3
"Specialists",1044,182804.501915709,440308.191778997,13627.1964290879,26739.8442353347,4.3
"Generalists",1654,13225.5743651753,40675.3637933867,1000.14666993452,1961.68782731913,4.4
"Specialists",3300,39938.4545454545,97163.3225185135,1691.39634288903,3316.29261718353,4.4
"Generalists",662,27822.9607250755,76206.5642857457,2961.85223143258,5815.77268966465,4.5
"Specialists",1906,86145.2256033578,194493.363868132,4454.95518522722,8737.10287890169,4.5
"Generalists",488,33034.4262295082,82354.854980686,3728.02911794992,7325.00720476797,4.6
"Specialists",1434,120445.885634589,309948.465383855,8184.92896727317,16055.7270547435,4.6
"Generalists",800,22142.625,80949.6952561401,2862.00392253006,5617.93471336544,4.7
"Specialists",2171,75955.4122524182,211997.51061914,4549.88950158203,8922.59628136184,4.7
"Generalists",699,31578.1115879828,110591.499898156,4182.95469045272,8212.68128669573,4.8
"Specialists",2068,67420.3578336557,184640.399041928,4060.23773245883,7962.58229413264,4.8
"Generalists",431,34154.9883990719,191080.223300806,9204.01049183681,18090.447568888,4.9
"Specialists",1314,157090.0304414,519077.281063448,14319.7138149272,28092.0190421495,4.9
"Generalists",620,27372.7419354839,132368.517440028,5316.04758729989,10439.6743834366,5
"Specialists",1393,128040.488155061,371810.897214824,9962.00042500671,19542.1539864047,5
"Generalists",217,9408.75576036866,9809.94236874171,665.942280604656,1312.57721099547,0.1
"Specialists",1225,350223.755102041,1095675.91436931,31305.0261248374,61417.4559738371,0.1
"Generalists",94,9362.76595744681,14391.6118343967,1484.38142139062,2947.68731977873,0.2
"Specialists",690,556950.434782609,1363189.92357206,51895.7534735925,101892.797126459,0.2
"Generalists",41,15536.5853658537,16661.3738343745,2602.06942994666,5258.97848873347,0.3
"Specialists",479,785735.908141962,1667206.94439662,76176.6296503998,149682.451182208,0.3
"Generalists",79,29208.8607594937,38905.2438291221,4377.18191147221,8714.29977811,0.4
"Specialists",779,390500.641848524,783104.262733029,28057.6219467657,55077.6125664703,0.4
"Generalists",41,27509.756097561,49451.2224564674,7722.98344101683,15608.731772382,0.5
"Specialists",359,1040594.70752089,2650532.10421506,139889.734088217,275108.902315859,0.5
"Generalists",29,67644.8275862069,92012.1870274604,17086.2341864744,34999.5641339602,0.6
"Specialists",401,762102.493765586,1557523.8692854,77779.0303653432,152906.755839647,0.6
"Generalists",138,39415.9420289855,55702.64411601,4741.72395842839,9376.43295554572,0.7
"Specialists",782,329871.483375959,833467.558336302,29804.7390368131,58506.8844314818,0.7
"Generalists",195,33717.4358974359,70394.009699966,5041.01973894218,9942.23956222132,0.8
"Specialists",836,301246.052631579,898359.056977699,31070.3976728281,60985.2586873482,0.8
"Generalists",67,26176.1194029851,65286.1326626576,7975.97055156891,15924.5390098739,0.9
"Specialists",368,867389.945652174,2195391.8507886,114442.711348215,225045.749143802,0.9
"Generalists",22,57486.3636363636,60844.8479288141,12972.1651649714,26977.0942731686,1
"Specialists",286,1098192.65734266,1897172.34683489,112182.152601117,220810.666621201,1
"Generalists",118,38350,63197.2921496067,5817.78230728329,11521.813000122,1.1
"Specialists",591,418916.243654822,1288418.99304302,52998.4755652488,104088.62993251,1.1
"Generalists",183,27748.6338797814,75022.0472048369,5545.78930843735,10942.3085807374,1.2
"Specialists",659,407893.019726859,1084242.09202343,42236.0753488418,82933.7349334578,1.2
"Generalists",30,64840,98292.8860512085,17945.7436441773,36703.1668511859,1.3
"Specialists",365,851893.424657534,1872487.54402775,98010.4775296319,192737.855831273,1.3
"Generalists",73,58626.0273972603,98934.3020328211,11579.3842069698,23083.0805409743,1.4
"Specialists",437,597219.908466819,1464747.1411529,70068.3580498847,137713.74192479,1.4
"Generalists",64,97040.625,235250.093681981,29406.2617102477,58763.7249795632,1.5
"Specialists",554,410237.545126354,892098.713935389,37901.6425018952,74448.7959264032,1.5
"Generalists",196,46350.5102040816,112399.447711687,8028.5319794062,15833.9032955231,1.6
"Specialists",818,300210.880195599,849555.099372878,29703.9974685531,58305.1405977315,1.6
"Generalists",172,37905.2325581395,75609.5265080797,5765.17234800367,11380.0694489808,1.7
"Specialists",864,249272.800925926,548091.337922313,18646.4459770697,36597.6898731642,1.7
"Generalists",230,54526.9565217391,145446.346488504,9590.44808012775,18896.8010340026,1.8
"Specialists",918,216642.156862745,536770.658152194,17716.0716103789,34768.7531549313,1.8
"Generalists",79,86440.5063291139,116537.187328808,13111.4579471591,26102.9076219494,1.9
"Specialists",501,457860.079840319,937868.955943843,41900.8948242426,82323.5192688232,1.9
"Generalists",137,57202.9197080292,159381.644701902,13616.8928650562,26928.2332285402,2
"Specialists",899,222853.170189099,519760.69146317,17334.9896085281,34021.8103581111,2
"Generalists",238,35700.4201680672,79615.3317814793,5160.69545125959,10166.6939493618,2.1
"Specialists",806,290525.806451613,836879.507926091,29477.8234090689,57862.4695712149,2.1
"Generalists",256,65365.625,145841.529864896,9115.095616556,17950.454142876,2.2
"Specialists",1223,151038.59362224,334862.128673316,9575.3091626219,18785.8677798459,2.2
"Generalists",118,91195.7627118644,176962.214033299,16290.6922566146,32262.8623605026,2.3
"Specialists",822,247720.437956204,632503.145704427,22061.0805844207,43302.7611568032,2.3
